perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_permissions,intent_android_intent_action_USER_PRESENT,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_Ljava_lang_Runtime___exec,intent_android_intent_action_PACKAGE_ADDED,n_providers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_ACCESS_WIFI_STATE,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_MY_PACKAGE_REPLACED,perm_android_permission_SEND_SMS,intent_pushy_me,suspicious_sendTextMessage,intent_android_intent_action_BOOT_COMPLETED,n_receivers,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_RECEIVE_BOOT_COMPLETED,suspicious_Ldalvik_system_PathClassLoader_,n_api_calls,intent_com_google_android_c2dm_intent_REGISTRATION,suspicious_Base64,perm_android_permission_CHANGE_CONFIGURATION,intent_android_net_conn_CONNECTIVITY_CHANGE,n_services,label
0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1
0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0
0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,16,0,1,0,0,3,0
0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,16,0,1,0,0,2,0
1,0,1,1,12,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,14,0,1,1,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
1,1,0,0,6,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,17,0,1,0,0,3,1
0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,16,0,1,0,0,2,0
0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0
0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1,0,0,0,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,16,0,1,0,0,5,0
1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,13,0,1,0,0,1,0
0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0
0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,1,0
1,1,0,0,10,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,18,0,0,0,0,0,1
1,0,1,1,11,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,5,0,1,0,14,0,1,0,0,1,1
0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0
0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0
1,0,1,1,12,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,16,0,1,1,0,0,1
0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,1,0,0,0,0
0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0
1,0,1,1,12,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,16,0,1,1,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1,1,0,1,11,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,13,0,1,0,1,1,1
0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0
0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,1,1
0,0,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,12,0,1,0,0,3,0
0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0
0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0
1,0,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,1,1
0,0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,12,0,1,0,0,3,0
0,0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,12,0,1,0,0,3,0
1,1,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,1,1
0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,15,1,0,0,0,1,0
1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1
0,0,0,0,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,1,16,0,1,0,0,4,0
0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0
0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0
1,1,1,1,10,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,12,0,1,0,0,5,1
1,0,0,0,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,0,0,1,17,0,1,0,0,5,0
0,0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,12,0,1,0,0,3,0
0,0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,12,0,1,0,0,3,0
1,1,1,0,11,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,4,0,0,0,16,0,0,0,1,4,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,1,1,0,13,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,14,0,0,0,1,4,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,1,1,0,8,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0
0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0
1,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,0
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,1,1,0,8,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,13,0,1,0,0,2,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,0,1,1,11,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,4,1,0,0,15,0,1,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,0,0,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0,1,15,1,1,0,0,1,0
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,1,0,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,13,0,1,0,1,1,0
0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0
0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,15,1,1,0,0,1,0
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
1,0,1,0,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,0,1,0,8,0,0,0,1,3,1
0,0,0,0,9,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,16,0,1,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
1,1,0,0,7,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,0,1
0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0
0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0
1,1,0,0,12,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,14,0,1,0,0,1,1
1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1,1,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1
0,0,0,0,8,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,19,0,1,0,0,0,0
0,0,0,0,8,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,19,0,1,0,0,0,0
0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0
1,0,1,1,9,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,2,1
1,0,1,1,13,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,13,0,1,1,0,0,1
1,0,1,0,9,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,7,0,1,0,0,0,1
0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0,1,0,0,0,0
0,0,0,0,12,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,1,11,1,1,0,0,5,0
1,0,1,1,14,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,15,0,1,1,0,0,1
1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,0,0,0,0,0,1
0,0,0,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0
0,0,0,0,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,1,18,0,1,0,0,4,0
1,0,1,1,14,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,15,0,1,1,0,0,1
0,0,0,0,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,17,0,0,0,0,2,1
1,1,0,0,11,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
1,0,0,0,15,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,1,1
1,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,2,1
0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1
1,1,1,1,12,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18,0,1,0,0,4,1
0,0,0,0,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,1,14,1,1,0,0,5,0
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1
0,0,0,0,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,18,0,1,0,0,1,0
0,0,0,0,5,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,3,0,0,1,17,1,1,0,0,3,0
0,0,0,0,9,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,2,0,0,1,19,0,1,0,0,1,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0
1,1,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,1
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1
0,0,0,0,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,2,0
0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,1,0
1,0,0,0,11,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,0,1,1,18,1,1,0,0,3,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,18,0,1,0,0,2,0
0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1
0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0
1,1,1,0,10,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,19,0,0,0,1,1,1
1,0,0,1,7,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,18,0,1,0,0,1,1
1,1,0,0,8,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,1
0,0,0,0,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,14,1,1,0,0,1,0
0,0,0,0,5,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,16,0,1,0,0,0,0
1,0,0,0,11,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,13,1,1,0,1,4,1
0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,16,0,1,0,0,1,0
0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,0,0,1
1,0,1,1,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,16,0,1,0,0,1,1
1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,18,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,1,1,1,12,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,18,0,1,0,1,2,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,19,0,1,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,1,0,13,0,1,0,0,4,1
0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,0
0,0,0,0,8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,1,0
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,14,1,1,0,0,1,0
1,0,1,1,14,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,13,0,1,1,0,0,1
0,0,0,0,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,12,1,1,0,0,2,0
1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,19,0,1,0,0,1,0
1,0,0,0,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,1,0
1,1,0,0,15,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,12,0,1,0,0,3,1
0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0
0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0
1,0,0,1,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,1,1
0,0,0,0,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,18,1,1,0,0,5,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
0,0,0,0,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,12,1,1,0,0,5,0
1,0,1,0,9,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,9,0,1,0,1,1,1
1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,1,0
1,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0
1,1,0,0,9,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,1,1
0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,2,0
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0
1,1,0,0,9,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,1,1
