n_api_calls,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getSubscriberId,n_activities,suspicious_getExternalStorageDirectory,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_SCREEN_OFF,suspicious_getDeviceId,n_providers,suspicious_sendTextMessage,intent_android_intent_action_DOWNLOAD_NOTIFICATION_CLICKED,n_used_permissions,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_DOWNLOAD_COMPLETE,intent_com_baoruan_launcher3_ACTION_THEME,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ljava_lang_System___load,perm_android_permission_VIBRATE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,n_urls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_permissions,n_receivers,suspicious_Base64,perm_android_permission_RECEIVE_USER_PRESENT,intent_android_net_wifi_WIFI_STATE_CHANGED,label
19,0,0,0,0,0,5,1,0,0,1,2,0,0,8,0,0,0,1,1,1,1,1,29,0,8,5,1,0,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,0,0,0,0,0
21,0,0,0,0,0,33,1,0,0,1,2,0,0,9,0,0,0,1,1,0,1,0,27,0,11,2,1,0,0,1
20,0,0,0,0,0,23,1,0,0,1,3,0,0,9,0,0,0,1,1,1,1,1,98,0,15,8,1,0,0,0
30,0,0,0,1,1,1,1,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,38,0,22,0,1,0,0,0
21,0,0,0,0,0,27,1,0,0,1,4,0,0,10,0,0,0,1,1,0,1,1,33,0,14,11,1,0,0,0
27,0,0,0,0,0,3,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,37,0,2,0,1,0,0,0
19,0,1,0,1,0,21,1,0,0,1,1,0,0,8,0,0,0,1,1,1,1,1,46,0,18,7,1,0,0,0
13,0,0,0,0,0,5,1,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,20,0,7,0,1,0,0,0
28,0,0,0,0,0,4,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,15,0,5,1,1,0,0,1
30,0,0,0,0,0,13,1,0,0,1,6,0,0,12,0,0,0,1,1,0,1,1,55,0,10,4,1,0,0,0
18,0,0,0,0,0,3,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
29,0,0,0,0,0,2,1,0,0,1,0,0,0,11,0,0,0,1,0,1,1,0,35,0,16,5,1,0,0,0
36,0,0,0,0,0,25,1,0,0,1,1,0,0,14,0,0,0,1,1,0,1,1,61,0,11,3,1,0,0,1
15,0,0,0,0,0,362,1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,253,0,12,0,1,0,0,0
18,0,0,0,0,0,9,1,0,0,1,2,0,0,6,0,0,0,1,0,0,1,0,11,0,10,1,1,0,0,0
15,0,0,0,0,0,7,1,0,0,0,0,0,0,6,0,0,0,1,1,1,1,0,17,0,19,4,1,0,0,1
31,0,0,0,1,0,5,1,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,20,0,11,0,1,0,0,0
28,0,0,0,1,0,6,1,0,0,1,3,0,0,11,0,0,0,1,1,1,1,1,77,0,30,6,1,0,0,0
18,0,0,1,0,0,32,1,1,0,1,6,0,0,8,0,1,0,1,0,0,1,1,77,0,14,15,1,0,0,0
20,0,0,0,0,0,11,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,32,0,7,0,1,0,0,0
16,0,0,0,0,0,5,1,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,23,0,4,0,1,0,0,0
14,0,0,0,0,0,70,1,0,0,1,0,0,0,6,0,0,0,1,0,1,1,1,118,0,12,5,1,0,0,0
23,0,0,0,0,0,6,1,0,0,1,1,0,0,10,0,0,0,1,0,1,1,1,31,0,9,3,1,0,0,0
15,0,1,0,1,0,35,1,0,0,1,3,0,0,8,0,0,0,1,0,1,1,0,52,0,13,3,1,0,0,1
13,0,0,0,0,0,3,1,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,9,0,2,0,1,0,0,0
18,0,0,0,0,0,2,1,0,0,1,1,0,0,8,0,0,0,1,0,0,1,1,8,0,5,3,1,0,0,0
29,0,0,0,0,0,7,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,48,0,7,0,1,0,0,0
17,0,0,0,0,0,8,1,0,0,1,0,0,0,9,0,0,0,0,1,0,1,0,63,0,5,0,1,0,0,0
15,0,0,0,0,0,17,1,0,0,1,3,0,0,8,0,0,0,1,0,1,1,1,27,0,11,7,1,0,0,0
26,0,0,0,0,0,7,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,15,0,2,0,1,0,0,0
30,0,0,0,0,0,17,1,0,0,1,1,0,0,10,0,0,0,1,0,1,1,0,71,0,12,2,1,0,0,0
24,0,0,0,0,0,10,1,1,0,1,0,0,0,8,0,0,0,0,1,0,0,1,15,0,9,2,1,0,0,0
33,0,0,1,0,1,20,1,0,0,1,4,0,0,13,1,0,0,1,1,0,1,1,65,0,9,7,1,0,0,1
23,0,0,0,0,0,3,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,33,0,5,1,1,0,0,0
19,0,0,0,0,0,2,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,18,0,4,0,1,0,0,0
58,0,0,0,0,1,54,1,0,0,1,2,0,0,14,0,0,0,1,0,1,1,1,103,0,20,11,1,0,0,0
18,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0
21,0,0,0,0,0,9,1,0,0,1,0,0,0,10,0,0,0,0,1,1,0,0,35,0,9,0,1,0,0,0
70,1,0,0,1,1,1,1,0,0,1,0,0,0,17,0,0,0,0,1,1,0,0,54,1,23,0,1,0,0,0
4,0,0,0,0,0,5,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,9,0,6,0,1,0,0,0
17,0,0,0,0,0,6,1,0,0,1,1,0,0,6,0,0,0,0,1,0,0,0,3,0,2,1,0,0,0,0
9,0,0,0,0,0,4,1,0,0,1,1,0,0,4,0,0,0,1,0,0,1,0,120,0,11,2,1,0,0,0
17,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
16,0,0,0,0,0,5,1,0,0,1,1,0,0,8,0,0,0,1,0,1,1,0,23,0,9,2,1,0,0,0
11,0,0,1,0,0,7,1,0,0,1,0,0,0,5,0,0,0,0,1,1,0,0,40,0,5,1,1,0,0,0
19,0,0,0,0,0,4,1,0,0,1,1,0,0,9,0,0,0,1,0,0,1,1,23,0,5,4,1,0,0,0
96,1,1,0,0,1,11,1,0,0,1,0,0,0,21,0,0,0,0,1,1,0,1,174,0,31,6,1,0,0,1
0,1,1,1,1,0,27,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,71,6,0,0,0,1
16,0,0,0,1,1,14,1,1,0,1,0,0,0,7,1,0,0,0,1,1,0,0,45,1,13,1,1,0,0,0
22,0,0,0,0,0,15,1,0,0,1,2,0,0,12,0,0,0,1,1,1,1,1,35,0,27,7,1,0,0,0
44,0,0,0,0,0,2,1,0,0,1,1,0,0,15,0,0,0,0,1,0,0,1,45,0,6,1,1,0,0,0
31,0,0,0,0,0,8,1,0,0,1,1,0,0,10,0,0,0,1,0,1,1,0,18,0,12,3,1,0,0,0
32,0,0,0,0,0,6,1,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,40,0,3,0,1,0,0,0
19,0,0,0,0,0,5,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,20,0,5,0,1,0,0,0
24,0,0,0,0,0,5,1,1,0,1,3,0,0,10,0,0,0,0,0,0,0,0,20,0,12,9,1,0,0,0
11,0,0,0,0,0,58,1,0,0,1,2,0,0,7,0,0,0,1,0,0,1,0,34,0,11,6,1,0,0,0
52,0,0,0,0,0,4,1,0,0,1,0,0,0,15,0,0,0,1,1,0,1,1,52,0,10,5,1,0,0,0
58,1,0,0,0,1,36,1,0,0,1,0,0,0,15,1,0,0,0,1,1,0,0,67,1,16,3,1,0,0,0
5,0,0,0,0,0,17,1,0,0,1,0,0,0,4,0,0,0,1,0,1,1,0,54,0,9,2,1,0,0,0
17,0,0,0,0,0,18,1,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,39,0,8,0,1,0,0,0
22,0,0,0,0,1,19,1,0,0,1,1,0,0,8,0,0,0,1,0,1,1,0,47,0,9,5,1,0,0,0
16,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,9,0,4,2,1,0,0,1
23,0,0,0,0,0,2,1,0,0,1,1,0,0,11,0,0,0,1,1,1,1,0,46,0,8,1,1,0,0,0
12,0,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4,0,0,0,0,0,5,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0
16,0,0,0,0,0,1,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,0,0,0,0,0,11,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,38,0,5,1,1,0,0,0
26,0,0,0,0,0,2,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,33,0,3,0,1,0,0,0
12,0,0,0,0,0,5,1,0,0,1,1,0,0,5,0,0,0,1,0,1,1,1,21,0,21,8,1,0,0,0
12,0,0,0,0,0,11,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,25,0,5,1,1,0,0,0
13,0,0,0,0,0,4,1,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,18,0,2,0,1,0,0,0
15,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,2,0,1,0,0,0
19,0,0,0,0,0,14,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,6,1,1,0,0,0
16,0,0,0,0,0,5,1,0,0,1,1,0,0,7,0,0,0,0,1,0,0,0,19,0,6,0,1,0,0,0
34,0,0,0,0,0,7,1,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,35,0,11,1,1,0,0,0
23,0,0,0,0,0,13,1,0,0,1,0,0,0,10,0,0,0,0,1,1,0,0,16,0,5,2,1,0,0,0
17,0,0,0,0,0,4,1,0,0,1,1,0,0,8,0,0,0,1,0,0,1,0,7,0,9,1,1,0,0,0
27,0,0,0,1,0,11,1,0,0,1,1,0,0,9,0,0,0,0,0,1,0,1,24,0,10,2,1,0,0,0
40,0,0,0,0,0,7,1,0,0,1,1,0,0,12,0,0,0,1,1,1,1,0,40,0,16,5,1,0,0,0
6,0,0,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0,1
43,0,0,0,0,0,16,1,1,0,1,1,0,0,12,0,0,0,1,1,1,1,1,77,0,16,9,1,0,0,0
43,0,0,0,0,0,4,1,0,0,1,0,1,0,13,0,0,0,0,1,0,0,0,20,0,3,0,1,0,0,0
24,0,0,0,0,0,5,1,0,0,1,1,0,0,10,0,0,0,1,0,0,1,1,30,0,6,3,1,0,0,1
44,0,0,0,0,0,2,1,0,0,1,1,0,0,15,0,0,0,0,1,0,0,0,45,0,2,0,1,0,0,0
18,1,0,0,0,0,13,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,56,0,11,7,1,0,0,1
15,0,0,0,0,0,6,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,41,0,3,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,0,0,0,0,2,1,0,0,1,1,0,0,6,0,0,0,1,0,0,1,0,5,0,6,3,1,0,0,0
33,0,0,0,0,0,18,1,0,0,1,0,0,0,10,0,0,0,1,0,0,1,0,81,0,13,2,1,0,0,0
6,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0
0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,0,1
22,0,0,0,0,0,6,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,142,0,5,0,1,0,0,0
18,0,0,0,0,0,34,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,0,2,0,1,0,0,1
25,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,0,9,0,1,0,0,0
18,0,0,0,0,0,8,1,0,0,1,1,0,0,7,0,0,0,1,0,0,1,1,63,0,5,5,1,0,0,0
38,0,0,0,1,0,3,1,0,0,1,0,0,0,13,0,0,0,1,1,1,1,1,23,0,18,7,1,0,0,0
21,0,0,0,0,0,7,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,21,0,6,0,1,0,0,0
12,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0
11,1,0,0,1,0,37,1,1,0,1,3,0,0,7,0,0,0,1,1,1,1,1,118,0,20,9,1,0,0,0
30,1,0,0,1,0,70,1,1,0,1,0,0,0,12,0,0,0,1,1,1,1,1,0,0,19,5,1,0,0,0
28,0,0,0,0,1,60,1,0,0,1,1,1,0,11,0,0,0,1,1,1,1,1,29,0,18,5,1,0,0,0
18,0,0,0,0,0,18,1,0,0,1,3,0,0,6,0,0,0,1,0,0,1,1,61,0,9,4,1,0,0,0
27,0,0,0,0,0,7,1,0,0,1,2,0,0,14,0,0,0,1,0,0,1,1,36,0,7,5,1,0,0,0
19,0,0,0,0,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,25,0,2,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0
30,0,0,0,0,0,6,1,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,22,0,3,0,1,0,0,0
14,0,0,0,0,0,27,1,0,0,1,3,0,0,7,0,0,0,1,0,0,1,1,42,0,9,8,1,0,0,0
18,0,0,0,0,0,4,1,0,0,1,1,0,0,7,0,0,0,1,0,0,1,1,22,0,5,4,1,0,0,0
42,1,0,1,1,0,21,1,1,0,1,0,0,0,13,1,0,0,0,1,1,0,0,67,0,18,6,1,0,0,0
26,0,0,0,0,0,9,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,39,0,5,0,1,0,0,0
25,0,0,0,0,0,6,1,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,8,0,10,0,1,0,0,1
18,0,0,0,0,0,4,1,0,0,0,1,0,0,10,0,0,0,0,1,1,0,0,24,0,5,0,1,0,0,0
15,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0
19,0,0,0,0,0,4,1,0,0,1,1,0,0,8,0,0,0,0,1,0,0,0,12,0,2,0,1,0,0,0
13,0,1,0,0,0,4,1,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0,12,0,4,0,1,0,0,0
26,0,0,0,0,0,5,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,34,0,3,0,1,0,0,0
26,0,0,0,0,0,4,1,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,12,0,2,0,1,0,0,0
0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,1
29,0,0,0,0,1,2,1,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,21,0,26,3,0,0,1,0
25,1,0,0,0,0,11,1,0,0,1,0,0,0,10,0,0,0,1,1,1,1,0,8,0,19,2,1,0,0,0
33,0,0,0,0,0,13,1,0,0,1,1,0,0,9,0,1,0,0,1,1,0,0,46,0,12,3,1,0,0,0
10,0,0,0,0,0,7,1,0,0,1,1,0,0,5,0,0,0,1,1,0,0,0,27,0,3,4,1,0,0,0
33,0,0,0,0,0,2,1,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,29,0,3,0,1,0,0,1
13,0,0,0,0,0,2,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,33,0,5,0,1,0,0,0
19,0,0,0,0,0,23,1,0,0,1,2,0,0,9,0,0,0,1,0,0,1,1,21,0,7,3,1,0,0,1
24,0,0,0,0,1,1,1,0,0,1,0,1,0,11,0,0,0,0,0,1,0,0,4,0,5,3,0,0,0,1
22,0,0,0,0,0,89,1,1,0,1,4,0,0,11,0,0,0,1,0,0,1,0,40,0,9,2,1,0,0,0
22,0,0,0,0,0,6,1,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,21,0,2,0,1,0,0,1
15,0,0,0,0,0,10,1,0,0,1,1,0,0,6,0,0,0,1,0,0,1,1,10,0,9,5,1,0,0,0
20,0,0,0,0,1,46,1,0,0,1,1,0,0,9,0,0,0,1,1,1,1,0,78,0,12,5,1,0,0,0
12,0,0,0,0,0,4,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,41,0,2,0,1,0,0,1
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0,1,0
14,0,0,0,0,0,14,1,0,0,1,4,0,0,7,0,0,0,1,0,1,1,1,33,0,30,7,1,0,0,0
38,1,1,0,1,0,8,1,0,0,1,1,0,0,13,0,0,0,1,1,1,1,0,17,0,14,3,1,0,0,0
33,0,0,0,1,1,42,1,0,0,1,1,0,0,11,0,0,0,0,1,1,0,0,34,1,18,0,1,0,0,0
15,1,0,0,0,0,48,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
37,0,0,0,1,0,36,1,0,0,1,0,1,0,14,0,0,0,1,1,1,1,0,59,0,35,2,1,0,0,0
2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,5,0,8,2,0,1,0,1
27,0,0,0,0,0,6,1,0,0,1,6,0,0,12,0,0,0,1,0,0,1,1,57,0,9,4,1,0,0,0
0,1,1,1,1,0,18,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,22,2,0,0,0,0
22,0,0,0,0,0,31,1,0,0,1,3,0,0,9,0,0,0,0,1,1,0,0,11,0,17,3,1,0,0,0
3,0,0,0,0,0,3,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,0,3,0,8,3,1,0,0,0
17,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
28,0,1,0,0,0,19,1,0,0,1,2,0,0,12,0,0,0,0,1,0,0,0,39,0,5,4,1,0,0,0
5,0,0,0,0,0,79,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,33,0,5,0,1,0,0,0
8,0,0,0,0,0,3,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,32,0,6,0,1,0,0,0
26,0,0,0,0,0,7,1,0,0,1,1,0,0,9,0,0,0,1,0,0,1,1,24,0,6,5,1,0,0,0
17,0,0,0,0,0,3,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,30,0,3,0,1,0,0,0
12,0,0,0,0,0,13,1,0,0,1,2,0,0,8,0,0,0,1,0,0,1,1,28,0,18,14,1,0,0,1
19,0,0,0,0,0,4,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,22,0,5,0,1,0,0,0
22,0,0,0,0,0,19,1,0,0,1,2,0,0,9,0,0,0,0,0,0,0,0,26,0,8,2,1,0,0,0
35,1,1,0,1,1,2,1,1,0,1,1,1,0,12,0,0,0,0,1,0,0,0,41,1,28,6,1,0,1,0
53,0,0,0,0,0,10,1,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,53,0,5,0,1,0,0,0
41,0,0,0,0,0,11,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,37,0,5,0,1,0,0,0
11,0,0,0,0,0,25,1,0,0,1,4,0,0,5,0,0,0,1,1,1,1,1,40,0,10,8,1,0,0,0
25,0,0,0,1,0,3,1,0,0,1,1,0,0,11,0,0,0,1,0,1,1,1,30,0,11,3,1,0,0,0
6,0,0,0,1,0,20,1,0,0,1,1,0,0,6,0,0,0,1,0,0,1,1,48,0,7,5,1,0,0,0
23,0,0,0,0,0,5,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,15,0,2,0,1,0,0,0
20,0,0,0,0,0,2,1,0,0,0,2,0,0,9,0,0,0,1,1,1,1,1,8,0,9,5,1,0,0,0
16,0,0,0,0,0,9,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,31,1,6,0,1,0,0,0
28,0,1,0,0,0,5,1,0,0,1,0,0,0,11,0,0,0,1,1,0,1,0,19,0,8,1,1,0,0,0
25,0,0,0,1,0,2,1,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,6,0,2,0,1,0,0,0
17,0,0,0,0,0,9,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,38,0,2,0,1,0,0,0
27,0,0,1,0,0,9,1,0,0,1,1,0,0,10,0,0,0,0,1,0,0,1,65,0,6,3,1,0,0,0
24,0,0,0,0,0,6,1,0,0,1,1,0,0,7,0,0,0,1,0,1,1,1,19,0,8,4,1,0,0,0
12,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,2,0,1,0,0,0
17,0,0,0,0,0,21,1,0,0,1,1,0,0,8,0,0,0,1,1,1,1,1,50,0,14,3,1,0,0,0
28,0,0,0,0,0,8,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,33,0,7,2,1,0,0,0
16,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
24,0,0,0,0,0,38,1,0,0,1,3,0,0,9,0,0,0,1,0,1,1,1,87,0,11,5,1,0,0,0
18,0,0,0,0,0,4,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,21,0,2,0,1,0,0,0
28,0,0,0,0,0,5,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,250,0,5,1,1,0,0,0
2,0,0,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,1,17,0,6,3,1,0,0,0
16,0,0,0,0,0,2,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0
18,0,0,0,0,0,3,1,0,0,0,1,0,0,7,0,0,0,1,0,1,1,0,3,0,24,2,1,0,0,0
35,0,0,0,1,0,13,1,0,0,1,1,0,0,12,0,0,0,0,0,1,0,1,38,0,10,3,1,0,0,0
14,0,0,0,0,0,7,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,14,0,3,0,1,0,0,0
20,0,0,0,0,0,5,1,1,0,1,0,0,0,6,0,0,0,0,1,0,0,0,11,0,9,2,1,0,0,0
25,0,0,0,0,0,40,1,0,0,1,2,1,0,10,0,0,0,1,1,0,1,1,82,0,21,6,1,0,0,0
6,0,0,0,0,0,5,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0
28,0,0,0,0,0,22,1,0,0,1,3,0,0,14,0,0,0,1,1,1,1,1,36,0,8,5,1,0,0,0
21,1,0,0,1,0,16,1,0,0,1,1,0,0,7,0,0,0,1,0,0,1,1,51,0,10,5,1,0,0,0
16,0,0,0,0,0,10,1,0,0,1,3,0,0,8,0,0,0,1,0,1,1,1,80,0,10,6,1,0,0,0
10,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0
16,0,0,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0
17,1,0,0,0,0,1,1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,2,0,14,0,1,0,0,0
17,0,0,0,0,0,6,1,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,23,0,5,0,1,0,0,0
24,0,0,0,0,0,46,1,0,0,1,8,0,0,12,0,0,0,1,0,1,1,1,58,0,13,3,1,0,0,0
20,0,0,0,0,0,12,1,0,0,1,1,0,0,8,0,0,0,1,0,1,1,1,71,0,11,6,1,0,0,1
8,0,0,0,0,0,24,1,0,0,1,1,0,0,5,0,0,0,1,1,0,1,0,54,0,11,2,1,0,0,0
26,0,0,0,0,0,14,1,0,0,1,4,0,0,10,0,0,0,1,1,1,1,1,107,0,16,9,1,0,0,0
21,0,0,1,0,0,13,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,16,0,4,4,1,0,0,0
19,0,0,0,0,0,3,1,0,0,0,1,0,0,7,0,0,0,1,0,1,1,0,9,0,25,6,1,0,0,0
9,0,0,0,0,0,7,1,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,18,0,10,4,1,0,0,0
25,0,0,0,0,0,8,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,33,0,3,0,1,0,0,1
31,0,0,0,0,0,4,1,0,0,1,1,0,0,11,0,0,0,0,0,0,1,0,42,0,12,1,1,0,0,0
23,0,0,0,1,0,17,1,0,0,1,7,0,0,12,0,0,0,1,1,0,1,1,67,0,14,11,1,0,0,0
22,0,0,1,0,0,12,1,0,0,1,4,0,0,8,1,0,0,1,1,1,1,1,38,0,12,5,1,0,0,0
20,0,0,0,0,0,4,1,0,0,1,1,0,0,7,0,0,0,1,0,0,1,1,29,0,11,5,1,0,0,0
23,0,0,0,0,0,73,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,31,0,11,0,1,0,0,0
31,0,0,0,0,0,19,1,1,0,1,2,0,0,13,0,0,0,1,1,1,1,1,59,0,9,12,1,0,0,0
43,0,0,0,0,0,36,1,0,0,1,2,0,0,15,0,0,0,1,1,0,1,1,84,0,16,10,1,0,0,0
19,0,0,0,0,0,2,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,18,0,5,0,1,0,0,0
37,0,0,0,0,1,2,1,0,0,1,0,0,0,14,0,0,0,0,1,0,0,0,43,0,4,0,1,0,0,0
12,0,0,0,0,0,6,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0
10,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,8,0,3,0,1,0,0,0
17,0,0,0,0,0,5,1,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,21,0,4,0,1,0,0,0
14,0,0,0,0,0,9,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,24,0,5,1,1,0,0,0
15,0,0,0,0,0,18,1,0,0,1,2,0,0,6,0,0,0,0,1,0,0,0,53,0,5,0,1,0,0,0
12,0,0,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,21,0,2,0,1,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,1,0,0,0,0
27,1,0,0,0,0,21,1,0,0,1,1,0,0,11,0,0,0,1,1,0,1,1,253,0,23,8,1,0,0,1
2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,5,0,1,0,0,0
21,0,0,0,0,1,2,1,0,0,1,0,1,0,7,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,0
13,1,1,1,1,0,32,1,1,0,1,1,0,0,8,1,0,0,1,1,1,1,1,51,0,92,6,1,0,1,0
