n_permissions,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,n_urls,n_api_calls,perm_android_permission_ACCESS_WIFI_STATE,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Cipher,suspicious_Base64,perm_android_permission_READ_PHONE_STATE,suspicious_Ljava_lang_System___load,suspicious_getPackageInfo,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getExternalStorageDirectory,suspicious_getDeviceId,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_getSystemService,suspicious_system_bin_su,perm_android_permission_WRITE_SETTINGS,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_services,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_CHANGE_WIFI_STATE,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_android_vending_INSTALL_REFERRER,intent_android_intent_action_USER_PRESENT,label
14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,1
38,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,14,0,1,0,0,0,0,1
14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0
20,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
11,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,24,0,1,0,0,0,0,1
21,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,1
17,1,1,0,7,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,35,0,0,0,0,0,1,1
17,1,1,0,7,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,35,0,0,0,0,0,1,1
34,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,23,0,1,0,0,0,1,1
20,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
14,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,11,1,0,0,0,1,1,1
4,0,0,3,4,1,3,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1
35,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,15,0,1,0,0,0,1,1
19,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1
36,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,1
35,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1
30,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
21,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,1
33,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,1
22,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1
23,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,6,0,1,0,0,0,1,1
17,1,1,3,3,1,2,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,5,0,1,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,1,0,1,0,0,1,1
14,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
13,0,1,4,11,0,7,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
12,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
30,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
32,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
36,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,8,0,1,0,0,0,0,1
16,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
16,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
24,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,6,0,1,0,0,0,1,1
15,1,1,3,3,1,2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,6,0,1,0,0,0,1,1
26,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,9,0,1,0,0,0,1,1
36,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
17,0,1,2,5,1,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,2,0,1,0,0,0,0,1
13,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1
33,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
14,0,1,1,2,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,1
14,1,1,10,12,1,7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,1
21,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,1
7,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
13,0,0,3,5,1,3,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,3,0,0,0,0,0,1,0
15,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,1
22,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,9,0,1,0,0,0,0,1
26,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,6,0,1,0,0,0,1,1
28,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,8,0,1,0,0,0,0,1
13,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1
17,0,0,13,9,1,5,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,9,1,0,1,1,1,0,0
6,0,0,13,4,1,4,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,7,1,0,1,1,1,0,0
23,0,0,3,6,1,4,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9,1,0,1,0,1,0,1
13,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1
13,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1
17,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,8,0,1,0,0,0,0,1
34,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1
21,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,1
33,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0
11,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1
24,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1
34,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,8,0,1,0,0,0,1,1
24,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,11,1,1,1,1,1,0,1
19,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,1,1
19,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,1,1
40,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,12,0,1,0,0,0,1,1
19,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1
23,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,8,0,0,0,0,0,1,1
24,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,9,0,1,0,0,0,1,1
13,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1
8,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
12,0,0,3,4,1,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0
13,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
23,0,1,0,18,1,10,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,5,1,0,0,0,1,0,1
19,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
19,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,8,0,1,0,0,0,0,1
19,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,1
22,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,6,0,1,0,0,1,0,1
29,0,1,16,8,1,6,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,6,1,0,0,0,1,1,1
24,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,14,0,1,0,0,0,1,1
22,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,4,0,1,0,0,0,0,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,19,0,1,0,0,0,1,1
39,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,1
19,1,0,0,7,1,4,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,34,0,0,0,0,0,0,1
20,1,1,2,6,1,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,4,0,1,0,0,0,1,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
11,0,0,19,4,1,3,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,0,0,0
18,1,1,0,15,1,6,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,8,1,0,0,0,1,0,1
10,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1
18,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1
5,0,0,12,6,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
29,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,9,0,1,0,0,0,1,1
14,0,1,19,5,1,5,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,8,1,0,1,1,1,0,0
27,1,1,5,15,1,8,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1
39,1,1,3,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,11,0,1,0,0,0,1,1
9,0,0,7,7,0,4,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,7,0,1,0,0,0,0,1
32,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,7,0,1,0,0,0,1,1
30,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,1,1
11,0,1,13,5,0,4,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0,0,1,1
13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1
27,1,1,3,6,1,4,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,4,0,1,0,0,0,1,1
30,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1
6,0,0,3,4,1,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0
19,0,1,6,14,1,5,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,7,0,1,0,0,0,0,1
41,1,1,3,5,1,3,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,13,0,1,0,0,0,1,1
25,1,0,3,4,1,3,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0
33,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,13,0,1,0,0,0,0,1
35,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,7,0,1,0,0,0,1,1
22,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,1
17,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
17,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
17,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1
16,0,1,14,11,1,7,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
18,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,1
11,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
12,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1
12,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1
10,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1
17,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,1
14,1,0,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,10,1,0,0,0,0,0,1
13,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1
31,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,12,0,1,0,0,0,1,1
23,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1
12,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,10,1,0,1,1,1,0,0
23,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,9,1,1,1,0,1,0,1
31,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,1,1
34,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,9,0,1,0,0,0,1,1
16,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
35,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,21,0,1,0,0,0,1,1
14,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,1
5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4,0,0,4,15,0,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
25,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,7,0,1,0,0,1,1,1
9,0,0,1,14,0,6,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
37,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,8,0,1,0,0,0,1,1
19,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
21,1,1,18,11,1,8,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,4,0,0,0,0,0,1,1
8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1
14,0,0,3,4,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,4,0,0,0,0,0,1,1
25,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1
33,0,1,1,2,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,3,0,1,0,0,0,1,1
18,0,1,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
21,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1
23,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1
25,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,6,0,1,0,0,0,1,1
8,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
16,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,1
9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1
11,0,0,21,10,0,6,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,6,1,0,1,0,1,0,0
18,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
24,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1
24,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1
8,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1
22,1,1,3,18,1,7,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,9,0,0,0,0,0,0,1
21,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1
22,1,1,3,18,1,7,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,9,0,0,0,0,0,0,1
14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1
14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1
14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1
14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1
14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1
21,1,1,6,5,1,3,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,10,0,1,0,0,0,1,1
26,1,1,1,4,1,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,11,0,0,0,0,0,0,1
20,1,1,3,6,1,4,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,3,0,1,0,0,0,0,1
27,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1
25,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,1
12,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1
24,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,4,1,1,0,0,0,0,1
9,0,0,10,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,6,0,0,0,0,1,1,0
14,1,1,2,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1
14,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,9,0,0,0,0,0,0,1
29,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1
13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1
14,1,1,12,18,1,8,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,8,0,0,0,0,1,1,1
16,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
21,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,6,1,1,0,1,1,0,0
5,0,0,1,7,0,2,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1
8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1
11,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,7,0,1,0,0,0,0,1
11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,13,0,0,0,0,0,1,1
20,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1
16,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11,0,0,13,20,0,9,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,8,1,0,1,1,1,0,0
17,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
24,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12,0,1,0,0,0,1,1
21,1,1,18,14,1,9,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,4,0,0,0,0,0,1,1
10,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
27,1,1,3,6,1,4,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,3,0,1,0,0,0,1,1
14,0,0,19,6,0,5,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,6,1,0,1,0,1,0,0
33,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,1,1
10,0,0,9,18,0,6,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,4,1,0,0,0,0,0,0
13,0,0,3,5,1,3,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1
21,1,1,6,18,1,6,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,9,0,0,0,0,0,0,1
12,0,0,15,18,1,8,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,3,1,0,0,0,1,0,0
26,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,8,1,1,1,1,1,0,1
15,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1
12,0,0,3,5,1,3,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
21,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,4,0,1,0,0,0,0,1
8,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
11,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,11,1,1,1,0,1,0,1
9,1,0,17,13,1,8,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0
13,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1
