n_permissions,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,n_activities,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_USER_PRESENT,n_api_calls,n_urls,n_used_permissions,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getSystemService,suspicious_Base64,suspicious_getPackageInfo,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_ACCESS_NETWORK_STATE,n_receivers,suspicious_getExternalStorageDirectory,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_Ljava_lang_Runtime___exec,intent_android_accessibilityservice_AccessibilityService,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getDeviceId,intent_com_google_android_c2dm_intent_RECEIVE,label
14,1,1,7,1,1,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
8,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,1,4,1,0,1,0,0,3,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,0,5,1,0,5,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
8,1,1,8,1,0,8,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1
14,1,0,3,0,0,2,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
14,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
14,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
12,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,1,5,1,1,2,0,0,2,0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
13,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15,1,1,4,0,1,6,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1
14,1,1,5,1,1,2,0,0,2,0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
15,1,1,4,0,1,6,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1
13,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
12,1,0,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,1
14,1,1,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
9,1,1,8,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10,1,1,3,1,0,1,0,0,4,1,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
11,1,1,3,1,1,1,0,1,4,3,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
12,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1
8,1,1,4,1,1,1,1,1,3,2,3,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1,8,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5,1,0,7,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5,1,0,7,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
9,1,0,9,1,0,4,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
12,1,1,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1
7,1,1,2,1,0,1,0,0,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,3,0,0,5,0,0,3,3,3,1,1,1,1,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0
9,1,1,3,1,1,1,1,1,4,3,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,3,0,0,5,0,0,3,3,3,1,1,1,1,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0
7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,1,2,1,0,1,0,0,4,1,2,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,4,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,5,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10,1,1,7,0,1,1,1,1,0,0,0,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,2,1,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,4,0,0,1,0,0,3,1,3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
10,1,0,8,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5,1,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
10,1,1,9,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
13,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14,1,1,6,0,1,6,1,0,0,1,0,1,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,1
14,1,1,5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,1
10,1,0,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9,1,1,5,1,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
10,1,1,9,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
15,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
11,1,1,10,1,1,5,1,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,1
14,1,1,2,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
12,1,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,8,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
15,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,1,2,1,1,0,0,0,1,4,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,4,0,0,1,0,0,3,1,3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13,1,0,9,1,1,4,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,1
14,0,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7,1,1,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,4,1,0,0,1,1,4,2,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
6,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
11,1,0,5,1,0,3,1,0,4,3,3,1,1,1,1,0,1,3,1,0,0,1,0,1,0,0,0,1,0,1
11,1,1,9,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
13,1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
8,1,0,2,0,0,0,0,0,4,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12,1,1,9,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,1,9,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8,1,1,7,1,0,2,0,0,4,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,3,1,1,3,0,0,4,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,9,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,8,1,1,6,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1
15,1,1,4,0,1,8,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1
6,1,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
15,1,1,4,0,1,8,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1
15,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8,1,1,10,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
12,1,0,9,1,0,2,1,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1
7,1,0,0,0,0,1,0,0,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,1,1,5,1,0,5,1,1,0,1,0,1,0,0,0,1,1,5,0,1,0,1,1,0,0,0,0,0,0,1
10,1,1,4,0,0,1,1,0,3,5,2,1,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,1,10,1,1,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
10,1,1,4,0,0,1,1,0,3,5,2,1,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
15,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
15,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
16,1,0,6,0,1,3,1,1,0,1,0,1,0,0,0,1,1,3,0,0,1,1,1,0,0,0,0,0,0,1
15,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
16,1,0,6,0,1,3,1,1,0,0,0,1,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,1
15,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
6,1,0,7,0,0,4,1,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,1,7,1,0,1,1,1,4,1,2,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1
6,1,0,1,0,0,1,0,0,4,0,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
7,0,0,1,0,0,1,0,0,4,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,2,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
11,1,0,9,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
9,1,1,3,1,0,2,0,0,6,2,3,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,1,0,0,5,0,0,3,5,3,1,1,1,1,0,1,4,0,0,0,0,0,0,0,1,1,0,1,1
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
7,0,0,5,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
14,1,1,2,1,1,1,0,0,4,1,2,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
9,1,1,10,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,2,0,0,1,0,1,5,0,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
8,0,0,3,0,0,1,0,0,4,2,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15,1,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1
16,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16,1,1,5,1,1,2,0,0,2,0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
16,1,1,5,1,1,2,0,0,2,0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
13,1,1,10,1,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
16,1,0,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1
16,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,5,1,0,4,0,0,5,3,5,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
17,1,0,4,0,1,3,1,1,0,0,0,1,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,1
8,1,1,10,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
12,1,1,9,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
15,1,1,3,1,1,0,0,0,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
7,1,0,4,0,0,2,0,0,4,4,3,0,1,1,1,1,0,3,0,1,0,0,0,1,0,0,0,1,0,0
8,1,0,10,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
14,1,1,9,1,0,5,1,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1
12,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5,0,0,5,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,1,1,6,1,1,3,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1
15,1,1,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,1,0,0,0,0,0,2,5,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
7,1,0,5,0,0,2,0,0,4,3,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8,0,1,10,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5,1,0,1,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,0,2,0,0,0,0,0,2,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,0,0,2,5,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
6,0,0,3,0,0,2,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,0,0,2,5,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
8,1,0,2,0,0,1,0,0,6,1,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,1,8,1,1,6,1,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
4,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,11,1,0,5,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1
11,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6,1,0,0,0,0,1,0,0,4,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,1,11,1,0,7,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
10,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,3,0,0,1,0,0,5,2,4,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,1
7,0,0,10,0,1,3,1,1,0,0,0,1,0,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0,0,1
9,1,0,3,0,0,1,0,0,5,2,4,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,1
10,1,1,2,0,1,1,0,0,7,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,2,0,1,1,0,0,7,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,2,0,1,1,0,0,7,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,2,0,1,1,0,0,7,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
10,1,1,2,0,1,1,0,0,7,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
12,1,1,3,1,0,1,0,0,6,1,2,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
10,1,1,2,0,1,1,0,0,7,0,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,3,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5,0,0,1,0,0,1,0,0,3,3,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
17,1,1,5,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,10,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1
6,0,0,2,0,0,0,0,0,3,3,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,1,1,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
12,1,0,0,0,0,2,0,0,5,0,3,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1
15,1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,1,1,10,1,0,10,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
