n_api_calls,suspicious_getExternalStorageDirectory,n_urls,n_activities,suspicious_getDeviceId,n_permissions,suspicious_Ldalvik_system_PathClassLoader_,n_providers,perm_android_permission_GET_TASKS,suspicious_Ljava_lang_System___load,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_VIBRATE,n_used_permissions,n_services,n_receivers,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_SET_WALLPAPER,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_READ_EXTERNAL_STORAGE,perm_com_android_vending_BILLING,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_yuetu_shentu_Intent_WECHAT_AUTH,perm_android_permission_INTERACT_ACROSS_USERS_FULL,intent_com_taobao_accs_intent_action_START_FROM_AGOO,perm_android_permission_SEND_SMS,label
22,1,18,10,0,7,1,1,0,1,1,0,10,5,3,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
22,1,16,8,0,22,0,0,0,0,1,0,7,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,62,0,46,0,2,1,1,0,1,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12,1,25,11,1,5,1,0,0,0,0,0,6,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,3,72,0,52,1,7,1,1,0,1,3,8,6,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
9,1,120,4,1,11,0,1,0,0,1,0,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26,1,39,9,1,5,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,7,0,10,0,1,1,1,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,1,21,4,1,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,203,47,1,32,0,0,1,1,0,1,17,4,4,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,1,28,7,1,14,0,1,0,1,0,1,5,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
37,1,80,161,1,20,0,0,1,1,0,1,12,3,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12,1,1,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,1,62,18,1,2,1,0,0,1,0,0,11,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,6,2,1,9,0,0,0,0,0,0,4,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
38,1,62,67,1,16,0,1,0,1,1,1,13,4,5,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
18,1,21,5,1,10,1,1,0,0,1,0,7,5,4,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
11,1,119,33,1,8,1,2,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,1,31,6,1,9,1,2,1,0,1,0,9,4,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
8,0,9,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,67,21,1,18,0,0,1,1,0,1,13,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,1,10,3,1,7,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1,70,14,1,26,1,5,0,1,1,1,17,14,14,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
8,1,21,1,1,8,1,2,0,0,1,0,5,3,4,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
21,1,12,8,1,26,1,3,0,0,1,1,7,7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,1,57,17,1,8,1,3,0,0,1,0,11,6,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
30,1,12,3,1,13,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,18,0,0,1,1,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
21,0,15,8,1,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,20,12,1,27,0,0,0,1,1,1,8,8,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2,0,9,2,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,21,10,1,6,1,1,0,1,1,0,9,8,4,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
17,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,10,0,0,1,0,0,0,0,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1,207,106,1,28,1,8,1,1,1,1,14,20,11,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
43,1,84,36,1,16,1,2,0,1,1,0,15,14,10,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
49,1,271,141,1,120,1,4,1,1,0,1,21,36,25,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
22,1,24,5,1,18,0,0,1,1,0,0,10,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,15,0,64,0,0,1,1,0,1,0,5,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20,1,105,24,1,25,1,1,0,1,1,1,9,6,6,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
47,1,197,25,1,15,0,0,1,1,0,1,12,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12,1,27,6,1,4,0,0,0,0,0,0,5,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
18,1,7,6,0,5,0,0,0,1,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1,76,14,1,32,1,3,0,1,1,0,10,11,6,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
37,1,43,2,1,4,0,0,0,1,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1,42,10,1,10,1,1,0,0,1,0,10,7,5,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
26,1,43,11,1,27,1,1,0,0,1,1,11,9,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10,1,1,1,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1,45,33,1,8,1,2,0,1,1,0,8,14,11,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
25,1,37,5,1,8,1,1,0,1,0,0,11,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21,1,24,23,1,7,1,3,0,1,1,0,12,2,4,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
20,1,80,29,1,11,1,3,0,1,1,0,9,12,5,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
20,1,151,38,1,21,1,1,0,1,1,0,9,3,5,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
12,0,21,5,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,25,6,0,6,1,1,0,0,1,0,4,5,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
30,1,37,6,1,5,0,0,0,1,0,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,1,141,316,1,31,0,9,1,1,0,1,16,26,9,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
28,1,114,42,1,17,1,5,0,1,1,0,15,11,10,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
40,1,48,12,1,20,0,2,0,1,1,1,10,4,3,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
21,1,39,3,1,7,1,3,0,0,1,0,11,4,3,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
22,1,32,16,1,5,1,1,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,1,56,10,1,7,0,0,0,0,1,0,9,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32,1,57,5,1,17,0,0,1,0,0,0,10,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1,253,21,1,23,1,1,1,1,1,0,11,36,8,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1
17,1,21,5,0,4,1,0,0,1,0,1,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1,8,5,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,2,0,10,0,0,0,0,1,1,5,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
35,1,72,21,1,19,0,2,1,1,1,1,12,0,7,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
21,1,46,15,1,9,0,0,0,1,0,1,7,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31,1,40,23,1,12,1,5,0,1,1,1,12,4,7,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
64,1,34,7,1,16,0,2,0,1,1,1,13,5,6,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8,1,32,3,1,6,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
58,1,14,6,1,15,1,0,0,1,1,1,18,2,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
19,1,42,10,1,10,0,1,0,0,1,0,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
37,1,16,3,1,15,0,0,0,0,1,1,12,6,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,42,24,1,7,0,2,0,1,1,0,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
17,1,13,7,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,20,6,0,3,1,0,0,1,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1,17,8,0,6,0,0,0,0,0,0,7,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1,99,79,1,12,1,5,0,0,1,0,8,17,15,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
18,1,29,12,1,8,1,0,0,1,0,0,7,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21,1,1,2,1,5,0,0,0,0,0,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1,67,51,1,18,1,1,1,0,1,0,10,9,13,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
10,0,8,2,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,61,31,1,11,1,2,0,0,1,0,10,5,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,16,17,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,60,8,1,10,1,4,0,0,1,0,10,10,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
13,1,22,7,1,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,51,32,1,92,1,1,1,1,1,1,8,18,6,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
25,1,46,5,1,4,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,1,34,7,1,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,35,9,1,3,0,1,0,1,0,0,8,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,71,17,1,6,1,3,0,1,1,0,12,3,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
28,1,64,16,1,7,1,0,0,1,1,1,11,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,35,6,1,7,1,2,0,1,1,0,13,4,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
18,1,32,16,0,20,1,1,0,1,1,1,8,7,10,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
15,1,53,18,1,5,1,2,0,1,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0,4,10,1,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,46,5,1,4,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1,95,41,1,12,0,2,0,1,1,0,15,7,4,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
31,1,40,5,1,17,1,4,0,1,1,1,13,10,8,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
22,1,176,62,1,14,1,8,0,1,1,0,10,10,10,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
14,1,48,46,1,11,0,3,0,1,1,0,5,6,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,1,0,5,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18,1,12,82,1,9,1,1,0,0,1,1,9,5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
14,1,24,9,1,5,1,0,0,0,0,0,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,1,67,77,1,23,0,0,0,0,0,1,16,7,4,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
19,1,18,2,1,5,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,213,101,1,37,1,2,1,1,0,1,14,14,9,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
20,1,31,11,1,3,1,0,0,1,0,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1,171,64,1,32,1,2,0,1,1,0,19,30,24,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
16,1,23,17,1,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,103,28,1,10,1,3,0,0,1,0,10,4,4,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
30,1,58,43,1,33,1,8,0,1,1,1,13,13,14,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
12,1,4,6,0,5,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23,1,176,20,1,9,0,0,0,1,1,0,11,5,6,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
9,1,5,2,0,6,0,0,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,1,9,3,1,7,1,1,0,0,1,0,6,5,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
31,1,53,13,1,12,1,1,0,1,1,0,8,7,4,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
25,1,76,34,1,11,1,7,0,1,1,0,13,9,3,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
12,1,16,4,0,3,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,32,8,1,5,1,2,0,0,1,0,5,3,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
8,0,1,5,1,3,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,1,2,3,1,6,0,1,0,1,0,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16,1,1,2,0,5,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21,1,69,8,1,6,1,1,0,0,1,0,8,7,5,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
27,1,65,9,1,6,1,1,0,1,0,0,10,1,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
31,1,14,26,1,15,0,0,0,1,0,0,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,1,10,10,1,9,1,1,0,0,1,0,6,6,5,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
18,1,22,4,1,8,1,1,0,0,1,0,7,2,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
27,1,39,1,1,11,0,0,0,0,0,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,1,24,4,0,5,1,1,0,1,0,1,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13,1,4,3,1,3,0,0,0,1,0,0,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,1,29,8,1,4,0,0,0,1,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,1,37,93,1,2,1,1,0,0,0,0,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1,48,7,1,6,0,0,0,0,0,0,11,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,1,9,5,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,1,37,11,1,5,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20,1,71,12,1,11,1,1,0,0,1,1,8,10,6,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
30,1,29,22,1,7,1,1,0,1,1,0,9,12,10,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
24,1,34,2,1,7,1,1,0,1,0,0,11,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
12,1,18,4,1,4,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,42,0,0,1,0,0,1,0,12,6,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
17,1,2,1,0,2,0,2,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,1,118,70,1,12,0,0,0,0,1,1,6,7,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
6,1,14,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,174,145,1,18,0,2,0,1,1,0,11,11,3,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
45,1,60,72,1,21,0,0,0,0,1,1,12,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
25,1,20,7,1,3,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,1,34,9,1,9,0,2,0,0,1,1,7,8,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
16,1,14,4,0,2,1,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,304,0,58,0,12,1,1,1,1,1,38,17,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
28,1,58,16,1,8,1,3,0,1,1,1,15,10,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
12,1,4,3,0,13,0,1,0,0,1,1,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,1,33,14,1,30,1,4,0,0,1,1,7,13,7,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
17,1,146,116,1,11,0,0,0,0,1,1,8,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4,1,0,1,0,2,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,1,48,29,1,13,0,0,0,0,1,0,9,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16,0,2,5,1,8,0,0,1,0,0,0,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,19,43,1,11,0,1,0,0,1,0,3,2,3,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,31,0,15,0,1,1,1,0,0,0,14,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21,1,23,10,1,7,1,0,0,1,1,0,11,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
13,1,16,20,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,66,39,1,15,1,7,0,1,1,1,14,10,7,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
18,1,22,6,1,5,1,1,0,0,1,0,7,2,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
47,1,46,11,1,22,1,0,0,1,1,1,12,5,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
11,1,40,7,1,5,1,0,0,1,0,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,1,27,15,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,115,169,1,29,1,5,1,1,1,1,16,13,10,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
17,1,73,27,1,26,1,2,0,1,1,1,9,14,22,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
0,0,0,11,0,9,0,1,1,1,0,1,0,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,1,5,1,1,5,0,0,0,1,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,31,6,1,8,1,2,0,1,1,0,7,7,4,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
6,1,36,6,0,5,1,3,0,0,1,0,5,5,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
31,1,46,12,1,20,0,2,0,0,1,1,9,7,8,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
10,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,28,3,1,9,1,0,0,1,0,0,12,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,1,26,29,1,15,0,2,1,1,1,1,12,14,10,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
13,1,44,19,1,6,0,1,0,1,0,1,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,1,76,25,1,24,0,1,1,1,0,1,9,5,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1,34,6,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,2,0,8,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15,1,13,2,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,26,10,1,5,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,1,16,13,1,5,1,0,0,1,0,1,10,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,1,106,36,1,8,0,0,0,1,0,0,17,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
19,1,46,6,1,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,15,5,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,31,10,1,4,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23,1,38,12,1,6,1,0,0,1,0,0,13,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19,1,29,10,1,9,0,0,0,1,0,1,9,3,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
18,1,22,10,1,2,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,9,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,31,18,1,3,1,2,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,1,8,5,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,2,1,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,30,3,1,11,1,1,0,0,1,1,11,6,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
22,1,84,21,1,14,1,3,0,0,1,0,9,11,14,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
19,1,37,3,1,5,0,0,0,1,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,1,321,156,1,43,1,4,1,1,1,1,20,20,13,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
18,1,24,9,1,5,1,1,0,0,1,0,7,3,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
27,1,24,11,1,10,1,1,0,0,0,1,9,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,1,33,13,1,10,1,2,0,1,1,0,7,7,4,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
18,1,24,17,1,5,1,1,0,1,0,0,7,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33,1,29,16,1,16,0,1,0,1,1,1,10,8,6,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
30,1,133,29,1,16,1,4,0,1,1,1,15,22,11,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
6,1,34,5,1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,28,8,1,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,22,3,1,3,1,1,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1,58,10,1,4,0,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27,1,8,1,1,6,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
