n_permissions,n_api_calls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_LOGS,perm_android_permission_WRITE_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_MESSAGING_EVENT,suspicious_setWifiEnabled,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_igexin_sdk_action_refreshls,suspicious_getSubscriberId,perm_android_permission_BATTERY_STATS,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,n_urls,n_activities,perm_android_permission_CHANGE_NETWORK_STATE,suspicious_getWifiState,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_CONFIGURATION,n_providers,label
36,73,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,177,182,1,1,1,1,1,1
81,58,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,295,50,1,1,1,1,0,1
29,29,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,243,66,1,0,0,0,0,1
29,29,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,243,66,1,0,0,0,0,1
34,74,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,224,69,1,1,1,0,1,1
28,61,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,257,51,1,1,1,0,8,0
11,41,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,253,59,0,0,0,0,6,0
50,64,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,425,205,0,0,1,0,10,0
56,83,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,403,89,1,1,1,1,2,1
56,83,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,403,89,1,1,1,1,2,1
33,36,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,180,170,1,1,1,0,3,0
12,45,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,221,77,0,0,0,0,5,0
25,64,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,230,63,1,0,1,0,0,0
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
38,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,186,217,1,1,0,1,24,1
54,37,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,247,59,0,0,0,0,1,1
21,74,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,175,153,0,1,0,0,3,0
47,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,193,102,1,1,1,0,3,1
27,59,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,311,38,1,1,1,0,1,1
33,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,186,109,0,1,1,0,0,1
24,45,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,289,41,1,0,0,1,1,1
35,84,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,177,130,1,1,1,0,1,0
38,27,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,194,108,1,1,1,1,0,0
36,45,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,224,269,1,1,1,1,16,0
22,58,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,394,72,0,1,1,0,1,1
30,63,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,433,134,1,1,1,1,1,1
32,66,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,437,176,1,1,1,1,2,1
13,27,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,200,102,0,0,0,0,8,0
27,32,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,204,89,1,1,1,0,2,0
42,51,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,208,77,1,1,1,0,3,1
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,200,86,1,1,1,0,3,1
11,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,237,70,0,0,0,0,0,0
16,34,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,297,42,0,1,0,0,7,0
53,55,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,173,140,1,1,1,0,1,1
25,40,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,176,141,0,1,1,0,10,0
30,113,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,248,52,0,1,1,0,0,1
57,39,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,206,250,0,1,1,1,27,0
32,29,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,182,127,0,1,1,1,3,1
30,59,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,347,40,1,1,1,0,1,1
18,62,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,289,34,0,1,1,0,0,1
43,61,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,222,263,1,1,1,0,23,0
16,52,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,189,98,0,1,0,0,0,1
13,26,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,354,51,0,0,0,0,1,0
35,60,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,317,32,1,1,1,0,0,1
34,66,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,440,146,1,1,1,1,2,1
38,39,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,169,178,0,0,0,0,4,0
25,73,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,186,94,0,1,1,1,2,1
37,61,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,164,174,1,1,1,0,3,1
35,64,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,251,39,0,1,0,0,0,1
13,51,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,187,98,0,0,0,0,0,1
41,57,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,199,76,1,1,1,0,3,1
21,33,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,211,72,0,1,0,0,5,0
25,45,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,263,37,1,1,1,0,3,1
40,55,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,214,60,1,1,1,1,2,1
18,47,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,380,53,0,0,0,0,5,0
12,47,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,219,60,0,0,0,0,4,0
43,66,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,174,115,0,0,1,1,1,1
45,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,192,83,1,1,1,0,3,1
45,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,192,83,1,1,1,0,3,1
45,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,192,83,1,1,1,0,3,1
57,61,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,212,72,0,0,1,0,4,0
30,66,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,274,309,1,1,0,0,4,1
16,54,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,200,74,0,0,1,0,0,1
17,58,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,210,62,0,1,1,0,1,1
20,35,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,210,67,0,1,0,0,1,1
24,25,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,309,33,1,1,1,0,1,1
31,55,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,165,131,1,1,1,0,0,1
25,57,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,205,64,0,0,0,0,0,1
25,57,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,205,64,0,0,0,0,0,1
25,57,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,205,64,0,0,0,0,0,1
17,28,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,211,68,0,0,0,0,2,0
34,29,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,167,142,1,0,1,0,1,0
40,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,187,82,0,1,1,0,0,1
31,51,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,195,74,1,1,0,0,0,0
25,44,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,222,52,0,0,0,0,0,1
24,38,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,221,54,0,0,0,0,0,1
49,52,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,165,127,1,1,1,0,1,1
46,88,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,190,78,1,1,1,1,2,1
43,41,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,443,130,1,1,1,1,3,1
23,35,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,234,45,0,0,0,0,4,0
9,27,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,259,39,0,0,0,0,1,0
42,64,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,199,65,1,0,1,0,1,1
36,41,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,159,159,1,0,1,1,3,0
30,51,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,195,70,0,1,1,0,3,0
39,31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,209,62,1,0,0,0,1,1
35,85,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,156,159,1,1,1,0,5,1
26,34,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,220,53,0,0,1,0,9,0
7,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,343,37,0,0,0,0,0,0
30,67,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,449,134,1,1,1,1,1,1
30,67,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,449,134,1,1,1,1,1,1
75,49,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,378,53,1,1,1,0,9,0
52,70,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,307,20,1,1,1,1,0,1
35,27,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,216,281,1,0,1,1,1,0
12,39,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,198,73,0,0,0,0,2,0
34,34,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,175,104,1,1,1,0,8,1
36,39,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,216,53,1,1,1,0,2,1
30,62,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,207,55,1,0,1,0,0,1
30,82,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,157,141,0,1,1,0,1,1
89,76,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,195,81,1,1,1,0,2,1
23,35,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,160,155,1,1,1,0,4,0
29,55,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,202,60,0,1,1,0,4,0
23,32,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,207,62,0,0,0,0,3,0
43,57,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,363,32,1,0,0,0,6,0
16,33,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,244,37,0,0,0,0,2,0
17,70,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,293,19,0,1,0,0,0,1
23,47,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,235,44,0,0,0,0,4,1
39,42,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,445,217,1,1,1,0,2,0
76,51,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,196,71,1,0,1,0,2,1
33,51,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,189,71,1,0,0,0,1,1
23,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,215,55,0,0,0,0,3,0
29,61,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,202,56,0,1,1,1,0,1
21,57,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,210,50,0,0,0,0,1,0
9,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,30,0,0,0,0,0,0
12,36,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,180,91,0,0,1,0,5,1
27,54,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,236,305,0,1,0,0,0,1
11,30,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,204,64,0,0,0,0,6,0
11,30,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,204,64,0,0,0,0,6,0
11,30,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,204,64,0,0,0,0,6,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
11,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,202,64,0,0,0,0,5,0
89,73,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,187,84,1,1,1,0,2,1
32,54,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,182,76,1,1,0,0,0,1
30,63,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,451,216,1,1,1,1,1,1
30,63,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,451,216,1,1,1,1,1,1
30,63,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,451,216,1,1,1,1,1,1
57,77,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,203,282,1,1,1,1,18,1
30,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,150,152,0,1,1,0,1,1
30,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,150,152,0,1,1,0,1,1
181,71,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,333,196,1,1,1,0,9,0
8,46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,196,65,0,0,0,0,2,0
27,59,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,152,142,1,1,1,1,0,1
28,34,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,155,148,1,1,1,1,2,1
19,23,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,259,30,1,1,1,0,0,1
33,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,163,125,1,1,1,1,2,1
30,30,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,449,131,1,1,1,1,1,1
14,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,58,0,0,0,0,0,0
23,61,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,225,35,1,1,0,0,1,1
37,70,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,406,288,0,1,1,1,1,0
35,68,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,275,15,1,1,1,0,0,1
23,28,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,166,112,0,0,0,0,8,0
76,51,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,191,69,1,0,1,0,1,1
76,51,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,191,69,1,0,1,0,1,1
34,29,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,159,128,1,1,1,1,3,1
37,76,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,147,178,1,0,1,1,0,1
11,28,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,174,97,0,0,0,0,4,0
23,61,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,223,35,1,1,0,0,1,1
21,53,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,191,62,0,1,1,0,2,1
24,47,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,261,20,1,1,1,0,0,1
33,37,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,184,72,1,1,1,0,2,1
23,64,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,171,85,1,1,0,0,0,1
10,22,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,241,35,0,0,0,0,1,0
47,30,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,455,145,1,0,1,0,1,0
26,49,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,208,45,1,0,1,0,0,1
37,61,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,146,162,0,0,1,0,2,1
5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,186,79,0,0,0,0,0,1
41,56,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,166,91,1,1,1,0,2,1
37,70,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,240,23,1,1,0,0,0,1
20,52,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,210,43,0,1,0,0,1,1
19,43,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,302,13,0,0,0,0,0,0
16,50,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,189,63,0,0,0,0,3,0
13,48,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,225,34,0,0,1,0,0,1
35,61,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,150,126,1,0,1,1,3,1
35,67,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,168,84,1,1,0,0,0,1
37,71,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,230,26,1,1,1,0,0,1
3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213,62,0,0,0,0,0,0
13,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,174,85,0,0,0,0,6,0
35,61,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,149,127,1,0,1,1,4,1
24,36,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,218,48,0,0,0,0,4,1
31,28,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,181,75,0,0,0,0,3,0
24,37,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,184,68,1,1,1,0,3,1
36,35,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,149,143,0,1,1,1,5,1
8,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,29,0,0,0,0,0,0
8,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,29,0,0,0,0,0,0
8,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,29,0,0,0,0,0,0
24,46,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,192,56,0,0,0,0,0,1
30,28,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,158,223,1,1,1,1,4,0
30,26,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,188,66,0,1,1,0,0,1
24,60,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,188,60,1,0,0,0,7,1
33,33,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,229,31,1,0,1,1,0,1
53,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,254,16,1,1,1,1,4,1
34,29,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,213,42,0,0,0,1,6,0
62,64,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,250,18,1,0,1,1,2,1
40,44,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,164,92,1,0,0,0,2,0
41,47,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,164,91,1,0,0,0,2,0
16,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159,105,1,1,0,0,2,0
22,39,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,153,127,1,0,0,0,16,0
35,44,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,158,103,1,0,1,1,1,1
39,66,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,236,21,1,1,0,0,0,1
86,72,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,177,80,1,1,1,0,1,1
29,36,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,194,54,1,1,1,0,3,1
29,36,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,194,54,1,1,1,0,3,1
43,59,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,224,27,1,0,1,1,1,1
23,31,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,195,56,0,1,0,0,1,0
44,37,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,150,138,0,1,1,0,12,0
42,65,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,192,50,1,1,1,0,1,1
27,79,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,161,90,1,1,0,0,2,1
43,42,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,163,91,1,0,0,0,2,0
18,22,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,181,75,0,0,1,0,1,0
27,79,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,161,89,1,1,0,0,2,1
27,79,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,161,89,1,1,0,0,2,1
37,37,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,173,76,1,0,0,0,2,0
37,37,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,173,76,1,0,0,0,2,0
31,32,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,179,70,0,1,1,1,4,1
