perm_android_permission_READ_PHONE_STATE,n_permissions,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SEND_SMS,n_api_calls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getSimCountryIso,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_USER_PRESENT,suspicious_sendTextMessage,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_READ_LOGS,intent_android_intent_action_PACKAGE_REMOVED,suspicious_getWifiState,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getCellLocation,perm_android_permission_CHANGE_NETWORK_STATE,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_Ljava_lang_System___loadLibrary,suspicious_adb_enabled,n_activities,n_urls,n_used_permissions,intent_safiap_framework_ACTION_CANCEL_NOTIFICATION,perm_android_permission_READ_CONTACTS,label
0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,17,9,0,0,0
0,4,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,10,38,16,0,0,0
0,7,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,24,11,0,0,0
0,5,1,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,19,10,0,0,0
1,8,0,0,1,0,0,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,23,8,0,0,1
1,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,10,0,0,0
0,7,1,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,16,13,0,0,0
0,10,0,0,1,1,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,31,10,0,0,0
1,14,0,0,1,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,14,0,0,0
0,5,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,35,13,0,0,0
1,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,31,8,0,0,0
0,13,0,0,1,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,39,12,0,1,0
0,13,0,0,1,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,39,12,0,1,0
1,17,1,1,1,1,0,41,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,4,25,14,0,0,1
1,8,0,1,1,1,0,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,12,24,10,0,0,1
1,7,0,1,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,14,0,0,1
1,6,1,0,1,1,0,56,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,22,15,0,0,1
0,6,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,17,14,0,0,0
0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,9,0,0,0
0,5,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,24,11,0,0,0
0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,27,8,0,0,0
0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,28,15,0,0,0
1,8,0,0,1,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,40,10,0,0,1
0,4,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,38,14,0,0,0
1,13,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,27,13,0,0,0
0,3,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38,14,0,0,0
0,6,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,35,13,0,0,0
0,3,0,0,0,1,0,57,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,4,29,18,0,0,0
0,10,0,0,1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,41,12,0,0,0
0,9,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,41,13,0,0,0
1,8,0,0,1,1,0,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,15,10,0,0,1
1,10,0,1,1,1,0,29,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,25,9,0,0,1
0,9,0,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,8,27,8,0,0,0
1,10,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8,23,11,0,0,0
0,3,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,10,0,0,0
0,3,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,10,0,0,0
1,13,1,0,1,1,1,40,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,6,32,14,1,0,1
0,3,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22,10,0,0,1
1,7,1,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,25,15,0,0,0
1,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,23,8,0,0,0
1,15,1,1,1,1,1,35,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,22,10,1,0,1
1,11,1,1,1,1,0,31,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,25,10,0,0,1
1,15,1,1,1,1,0,38,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,8,21,13,0,0,1
1,9,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,43,14,0,0,1
1,9,1,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,24,9,0,0,1
1,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,23,7,0,0,0
1,9,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,43,14,0,0,1
0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,9,0,0,0
0,6,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,10,0,0,0
1,17,1,1,1,1,0,44,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,9,25,15,0,0,1
0,2,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,40,10,0,0,1
1,9,1,1,1,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,37,11,0,0,1
1,14,1,1,1,1,0,37,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,17,14,0,0,0
0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,25,11,0,0,0
0,7,0,0,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,32,13,0,0,0
0,6,0,1,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,15,12,0,0,0
0,4,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,31,10,0,0,0
1,13,0,1,1,1,0,44,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,13,23,11,0,0,1
1,7,0,1,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,34,10,0,0,1
1,14,1,1,1,1,0,33,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,7,23,10,0,0,1
1,7,0,0,1,0,0,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,24,8,0,0,1
0,3,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,37,13,0,0,0
0,7,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,10,0,0,1
0,3,1,0,1,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,20,9,0,0,1
1,6,0,0,1,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,40,10,0,0,1
1,13,1,1,1,1,0,44,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,17,14,0,0,1
0,5,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,42,15,0,0,0
0,5,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,42,15,0,0,0
0,10,1,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,8,40,16,0,0,0
0,8,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,31,13,0,0,0
1,10,1,1,1,1,0,40,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,8,15,10,0,0,1
0,3,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,36,12,0,0,1
0,10,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,21,12,0,0,0
0,3,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,36,12,0,0,1
0,3,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,8,0,0,0
0,9,0,0,1,1,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,36,9,0,0,0
1,5,0,0,0,1,0,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,18,8,0,0,1
1,12,0,1,1,1,0,34,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,9,26,10,0,0,1
0,5,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,14,12,0,0,0
0,7,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,11,0,0,0
1,11,1,1,1,1,1,31,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,19,11,0,0,1
0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,9,0,0,0
1,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,38,11,0,0,0
0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,29,12,0,0,0
1,8,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,10,0,0,0
1,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,38,11,0,0,0
0,5,0,1,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,32,9,0,0,0
1,12,1,1,1,1,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,12,22,12,0,0,1
1,14,0,0,1,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,10,0,0,1
1,18,1,0,1,1,0,37,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,24,12,0,0,1
0,10,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,32,11,0,1,0
1,18,1,0,1,1,0,37,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,24,12,0,0,1
1,6,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,9,0,0,0
1,18,1,0,1,1,0,37,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,3,24,12,0,0,1
0,4,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,35,10,0,0,0
1,7,0,0,1,1,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,30,10,0,0,0
1,16,1,1,1,1,0,33,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,6,30,13,0,0,1
1,6,0,0,1,1,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,40,13,0,0,0
1,8,1,0,1,1,0,28,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,5,32,9,0,0,1
1,16,1,0,1,1,1,42,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,3,18,12,0,1,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
0,9,0,0,1,1,0,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,26,8,0,0,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
1,14,1,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,10,0,0,1
1,13,1,0,1,1,1,37,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,13,26,10,0,1,1
1,7,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,39,13,0,0,0
0,5,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22,8,0,0,0
1,10,1,0,1,1,0,36,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,6,16,12,1,0,1
1,12,0,1,1,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,41,13,0,0,0
0,7,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,10,0,1,0
0,15,0,0,1,0,0,34,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,7,28,10,0,0,0
0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,9,0,0,0
0,6,0,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,10,0,0,0
1,6,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,23,10,0,0,0
1,7,1,1,1,1,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,16,13,0,0,1
0,5,0,1,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,32,9,0,0,0
1,8,0,1,1,1,0,40,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,15,36,9,0,0,1
1,18,1,1,1,1,0,37,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,6,31,11,0,0,1
0,4,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,9,0,0,0
0,7,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,10,0,0,1
0,7,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,23,10,0,0,0
0,7,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,10,0,0,1
1,17,1,1,1,1,0,40,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,4,23,15,0,0,1
0,9,0,0,1,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,11,0,0,0
1,11,1,0,1,1,0,31,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,11,27,9,0,0,0
1,13,1,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,28,9,0,0,1
0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,36,10,0,0,0
0,7,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,31,8,0,0,0
0,7,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,25,15,0,0,1
0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,9,0,0,0
1,13,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,12,0,0,0
0,9,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,28,11,0,1,0
0,8,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,19,10,0,0,0
0,3,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,34,13,0,0,0
0,3,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,9,0,0,0
0,3,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
1,4,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,39,12,0,0,0
1,12,1,1,1,1,0,31,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,8,23,9,0,0,1
0,5,0,0,1,1,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,43,12,0,0,0
1,9,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,29,13,0,0,0
0,13,1,0,1,1,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,9,34,15,0,0,0
1,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,39,11,0,0,0
0,4,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
0,3,0,0,1,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
0,9,0,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,31,7,0,0,0
0,4,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,43,15,0,0,0
0,3,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,9,0,0,0
1,15,1,0,1,1,1,39,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,40,11,0,1,1
0,4,0,0,1,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
1,8,1,1,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,24,9,0,0,1
1,11,1,0,1,1,1,36,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,9,40,12,0,1,1
0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,19,8,0,0,0
1,16,0,1,1,1,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,30,10,0,0,1
0,15,0,0,1,1,0,32,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4,23,13,0,0,0
0,2,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
0,2,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
0,6,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,21,13,0,0,0
0,3,0,0,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,23,13,0,0,0
1,8,1,0,1,1,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,33,12,0,0,1
0,13,0,1,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,32,10,0,0,0
0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,28,13,0,0,0
0,13,0,1,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,32,10,0,0,0
0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,38,12,0,0,0
1,15,1,0,1,1,0,37,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,9,21,10,0,0,1
1,6,1,0,1,1,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,16,9,0,0,1
0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,9,0,0,0
0,4,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,8,0,0,0
1,6,1,0,1,1,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,16,9,0,0,1
1,6,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
0,10,0,0,1,1,0,30,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,38,10,0,0,0
1,11,1,0,1,1,0,39,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,8,15,12,1,0,1
1,10,1,1,1,1,0,31,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,10,32,10,0,0,1
1,6,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,9,0,0,0
1,6,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,9,0,0,0
0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,8,0,0,0
0,2,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,7,0,0,0
1,13,1,1,1,1,0,50,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,7,38,13,1,0,1
1,6,1,1,1,1,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,18,9,0,0,1
0,6,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,7,0,0,0
0,12,0,0,1,1,0,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,37,12,0,0,0
1,16,1,1,1,1,1,50,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,7,22,16,0,0,1
0,6,0,0,1,1,0,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,32,11,0,0,0
1,14,0,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,27,10,0,0,1
1,8,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,24,12,0,0,0
1,4,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,8,0,0,0
1,7,0,1,1,1,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,41,8,0,0,1
1,10,1,1,1,1,1,40,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,5,42,12,1,0,1
0,5,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,14,15,0,0,0
0,6,0,0,1,1,0,36,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,11,41,15,0,0,0
0,8,0,0,0,1,0,46,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,39,12,0,0,0
1,14,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,12,0,0,0
1,7,0,0,1,1,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,16,10,0,0,1
1,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,7,0,0,0
0,3,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,9,0,0,0
1,12,0,0,1,1,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,19,8,0,0,0
0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,9,0,0,0
0,9,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,22,8,0,1,0
1,7,1,0,1,1,1,31,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,16,11,1,0,1
0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,9,0,0,0
0,3,1,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,15,14,0,0,0
0,10,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,12,0,0,0
0,16,0,0,1,1,0,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,24,11,0,1,1
1,6,1,1,1,1,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,13,0,0,1
0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,30,13,0,0,0
1,9,1,0,1,1,1,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,36,10,0,0,1
0,10,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,10,35,13,0,0,0
1,12,0,0,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,9,0,0,1
0,10,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,26,11,0,0,0
0,10,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,26,11,0,0,0
0,10,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,26,11,0,0,0
0,5,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,15,0,0,0
1,10,1,1,1,1,1,32,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,6,18,11,1,0,1
0,2,1,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,39,14,0,0,0
