intent_android_intent_action_BATTERY_CHANGED,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_BATTERY_STATS,intent_android_intent_action_PACKAGE_INSTALL,suspicious_getCellSignalStrength,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellLocation,perm_android_permission_READ_LOGS,intent_android_intent_action_DOWNLOAD_COMPLETE,intent_android_appwidget_action_APPWIDGET_UPDATE,intent_android_intent_action_BOOT_COMPLETED,intent_com_inmobi_share_id,perm_com_google_android_c2dm_permission_RECEIVE,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_WRITE_SETTINGS,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_android_vending_BILLING,n_api_calls,n_services,n_used_permissions,suspicious_getSimCountryIso,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,n_receivers,suspicious_Base64,suspicious_Cipher,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,18,1,8,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,17,6,7,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,20,11,8,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,3,7,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,22,10,9,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,21,8,11,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,0,1,0,21,10,12,0,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,20,10,7,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,7,9,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,7,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,7,7,0,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,7,9,0,0,0,5,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,19,3,7,0,0,1,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,21,5,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,22,7,9,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,21,3,8,0,1,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,11,0,0,0,5,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,11,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,22,8,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,16,5,7,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,15,7,6,0,1,0,3,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,19,3,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,22,13,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,23,6,10,1,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,8,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,4,8,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,4,8,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,22,5,11,0,0,0,3,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,1,23,6,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,4,8,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,4,8,1,0,0,9,1,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,19,8,7,0,1,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,6,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,21,7,11,1,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,24,6,10,1,1,0,3,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,16,3,8,0,1,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,2,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,17,1,7,1,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,14,7,6,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,21,4,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,7,7,0,1,0,5,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,1,0,0,0,1,22,10,10,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,25,8,11,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,19,3,9,0,0,0,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,5,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,8,9,1,1,0,5,1,1,0
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,1,16,2,7,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,8,9,1,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,7,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,10,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,22,6,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,22,10,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,7,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,22,11,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,19,12,8,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,18,5,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,9,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,19,7,9,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,8,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,18,1,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,7,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,12,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,18,1,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,18,1,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,24,6,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,18,1,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,4,7,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,4,7,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,7,7,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,4,7,1,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,23,11,10,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,18,8,6,0,1,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,21,1,11,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,22,2,11,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,22,2,11,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,14,3,7,0,0,0,2,1,1,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,2,7,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,1,1,14,10,6,0,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,4,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,7,9,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,19,10,7,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,11,11,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,19,8,9,1,0,0,5,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,1,21,9,9,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,23,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,8,9,1,1,0,5,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,1,0,22,7,9,1,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,10,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,14,10,5,0,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,24,10,11,0,1,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,22,1,10,0,1,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,21,12,12,0,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,16,3,7,1,0,0,2,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,1,1,19,1,8,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,19,6,9,1,0,0,5,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,6,1,1,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,11,0,0,0,5,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,5,8,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,22,2,11,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,20,12,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,17,6,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,14,9,8,0,0,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,23,6,10,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,4,10,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,17,6,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,12,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,19,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,4,10,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,26,8,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,23,7,8,0,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,16,2,5,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,24,5,10,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,23,7,8,0,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,25,4,12,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,7,10,1,1,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,1,10,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,8,9,1,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,8,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,9,7,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,24,8,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,20,3,11,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,26,4,10,1,0,0,4,1,1,0
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,19,2,9,0,0,1,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,8,8,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24,3,9,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2,12,0,1,0,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,9,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,7,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,21,9,8,1,1,0,10,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,21,9,8,1,1,0,10,1,1,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,22,1,10,0,1,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,20,12,11,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,23,9,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,19,10,8,0,0,0,8,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,12,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,8,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,4,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,11,3,6,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,8,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,10,9,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,23,5,8,1,0,0,10,1,1,1
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,4,9,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,11,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,21,10,10,1,0,0,9,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1,0,0,0,0,21,8,11,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,24,6,10,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,24,8,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,16,2,8,0,0,0,2,1,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,20,11,8,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,9,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,14,8,9,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,19,7,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,26,6,11,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,13,12,6,0,0,1,6,1,1,0
