n_api_calls,suspicious_getCellLocation,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_bluetooth_adapter_action_STATE_CHANGED,perm_android_permission_GET_TASKS,suspicious_getSubscriberId,intent_android_intent_action_ACTION_POWER_DISCONNECTED,perm_android_permission_CHANGE_NETWORK_STATE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_firebase_MESSAGING_EVENT,n_providers,perm_android_permission_ACCESS_WIFI_STATE,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_ACTION_POWER_CONNECTED,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_WRITE_SMS,perm_android_permission_RECEIVE_SMS,perm_android_permission_SEND_SMS,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_READ_SETTINGS,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,perm_android_permission_READ_SMS,n_services,label
44,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,22,0,5,1
30,1,1,0,1,0,0,1,0,0,1,0,1,1,3,1,0,0,1,0,0,1,0,0,1,0,0,33,0,4,0
51,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,15,0,10,1
40,1,0,0,1,0,0,0,1,0,1,1,1,1,8,1,1,1,1,0,0,0,1,0,1,0,0,14,0,22,0
25,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,21,0,12,0
31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,38,1,9,1
39,0,0,0,1,0,0,0,0,0,1,1,1,1,6,1,0,0,1,0,0,0,1,0,0,0,0,10,0,11,0
34,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,15,0,12,0
23,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,0,1,0,1,0,0,12,0,12,0
33,0,1,0,0,0,0,0,0,0,1,1,1,1,7,1,0,0,1,0,0,0,1,0,0,0,0,29,0,8,0
24,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,33,0,13,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,15,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,15,0,6,1
33,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,0,1,0,0,0,1,0,1,0,0,14,0,9,0
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,15,0,6,1
48,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,30,1,6,1
27,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,1,0,0,0,1,0,1,0,0,14,0,7,0
40,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,32,0,5,1
44,0,1,0,0,0,1,0,0,1,1,1,1,1,8,1,0,0,1,0,0,0,1,0,1,0,0,22,0,9,0
31,0,0,0,0,0,1,0,0,0,1,0,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,12,0,10,0
45,1,1,0,1,1,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,14,0,12,1
16,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,18,0,7,1
32,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,18,0,6,0
24,0,1,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,1,0,0,0,1,0,1,0,0,15,0,7,0
32,0,1,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,1,0,0,0,1,0,0,0,0,15,0,8,0
30,0,0,0,1,0,1,0,0,0,1,1,1,1,5,1,0,0,1,0,0,0,0,1,1,0,1,38,0,16,0
24,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,5,0
29,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7,0,7,0
16,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,32,0,9,0
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
43,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,19,0,7,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
33,0,0,0,1,0,0,1,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,9,0,6,0
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
34,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,24,0,2,1
46,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,6,1
26,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,20,0,9,1
29,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,17,0,6,0
29,1,1,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,12,0,15,0
16,0,1,0,1,0,0,0,1,0,1,1,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,14,0,22,0
27,0,1,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,10,0,9,0
19,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,13,0,11,0
41,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,19,0,7,1
22,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,11,0,9,0
22,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,20,0,12,0
23,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,12,0,9,0
37,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,16,0,6,1
51,0,1,0,1,0,0,1,0,0,1,1,1,1,5,1,1,0,1,0,0,0,1,0,0,0,0,12,0,19,0
17,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0
23,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,8,0,7,0
8,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,27,0,19,0
21,0,0,0,1,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,17,0,18,0
30,1,1,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,20,0,7,0
23,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,9,0,12,0
18,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,1,0,0,0,1,0,0,0,0,11,0,11,0
22,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,17,0,12,0
32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,10,0
28,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,20,0,9,0
26,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,1,0,0,0,1,0,0,0,0,9,0,12,0
22,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,18,0,12,0
26,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,10,0,5,0
44,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,5,1
44,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,14,0,5,1
46,1,1,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,13,0,12,0
14,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,19,0,13,0
31,0,0,0,1,0,0,0,1,0,1,1,1,1,3,1,0,1,1,0,0,0,1,0,0,0,0,10,0,18,0
29,1,1,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,12,0,15,0
19,0,1,0,1,0,0,0,0,0,1,1,1,1,4,1,0,0,1,0,0,0,1,0,1,0,0,33,0,9,0
46,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,13,0,4,0
42,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,19,0,5,1
33,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,12,0,10,0
57,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,13,0,15,1
45,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,20,0,6,1
33,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,12,0,18,0
41,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,20,1,1,0
48,0,1,0,1,0,0,1,0,0,1,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,12,0,17,0
53,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,21,0,7,0
50,0,1,0,1,0,0,1,0,0,1,1,1,1,4,1,1,0,1,0,0,0,1,0,0,0,0,12,0,19,0
23,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,12,0,10,0
45,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,17,0,3,1
30,0,0,0,1,0,0,0,1,0,1,1,1,1,7,0,0,1,1,0,0,0,1,0,0,0,0,9,0,13,0
40,0,1,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,0,0,0,1,0,1,0,0,32,0,8,0
26,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,6,1
22,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,10,0,10,0
38,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0
34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,10,0
28,1,1,1,1,0,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,1,16,0,5,1
51,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,24,0,12,1
46,0,0,0,1,0,0,0,0,0,1,0,1,1,8,1,0,0,1,0,0,0,1,0,0,0,0,11,0,9,0
38,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,20,0,15,0
40,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,12,0,4,1
51,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,46,1,24,1
31,1,1,0,0,0,0,0,0,0,1,1,1,0,5,1,0,0,1,0,0,0,1,0,0,0,0,27,0,6,0
22,0,1,1,0,0,1,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,16,0,11,0
35,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,35,1,8,1
39,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,18,0,6,1
51,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,46,1,24,1
54,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,35,1,13,1
27,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,10,0,4,1
19,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0
27,0,1,0,0,0,1,0,0,0,1,1,1,1,2,1,1,0,1,0,0,0,1,1,1,0,1,32,0,10,0
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
30,1,1,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,18,0,13,0
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
20,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,7,0
24,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,16,0,16,0
24,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,16,0,16,0
40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,5,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
46,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,6,1
40,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,12,0,5,0
29,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,33,1,10,1
38,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,17,0,5,1
33,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0
43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,10,0,7,1
27,1,1,1,1,0,1,1,1,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1,1,0,1,31,0,13,1
21,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,16,1,2,0
43,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,12,0,5,1
55,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,1,1,0,0,14,0,9,1
42,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,5,1
37,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,11,0,3,0
45,1,1,0,1,0,1,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,1,39,0,10,1
49,0,1,0,0,0,0,0,0,0,1,1,1,1,6,1,0,0,1,0,0,0,1,0,1,0,0,20,0,11,0
34,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,5,0
23,0,0,0,1,0,0,0,0,0,1,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0,1,8,0,12,0
42,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
28,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,17,0,3,1
22,0,1,0,1,0,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,0,1,0,1,0,0,23,0,17,0
28,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,6,0,9,0
37,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,35,0,7,0
35,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
35,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,1,0,0,0,1,0,0,0,0,26,0,14,0
44,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,5,1
44,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,5,1
55,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,12,0,9,1
44,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,5,1
44,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,5,1
44,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,5,1
44,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,10,0,5,1
41,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,21,0,2,1
26,0,1,1,0,0,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,1,28,0,15,1
41,1,1,1,1,0,1,1,0,1,1,0,0,0,3,1,1,0,1,0,0,0,0,1,1,0,1,22,0,3,0
41,1,1,0,0,0,0,1,0,1,1,1,1,1,5,1,0,0,1,0,0,0,1,0,1,0,0,15,0,9,0
32,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,17,0,9,1
39,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,0,2,0
32,0,1,0,0,0,0,0,0,0,1,1,1,1,6,0,0,0,1,0,0,0,1,0,1,0,0,28,0,13,0
40,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,25,0,5,1
42,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,30,1,5,1
57,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,17,0,8,1
21,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,16,0,3,1
31,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,27,0,15,0
27,0,1,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,1,0,0,0,1,0,1,0,1,12,0,5,0
38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
23,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,18,0,2,1
23,0,1,0,1,0,0,0,1,0,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,17,0,16,0
43,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,25,1,9,1
50,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,41,1,9,1
47,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,25,0,7,1
33,1,1,0,0,0,0,1,0,0,1,1,1,1,5,1,0,0,1,0,0,0,0,0,1,0,1,17,0,10,0
29,1,1,1,1,0,1,1,0,1,0,0,0,0,6,1,1,0,1,0,0,0,0,1,1,0,1,19,0,13,1
32,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,12,0,5,1
39,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,12,0,14,0
20,0,0,0,1,1,1,0,0,0,1,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,13,0,9,0
29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0
53,1,1,0,1,0,1,1,1,1,1,0,1,0,6,1,0,1,1,0,0,0,1,0,1,0,1,18,0,13,1
22,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,22,0,10,0
25,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,1,1,0,0,0,29,0,8,0
34,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,1,0
38,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,19,1,1,1
52,0,1,1,0,0,1,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,1,25,0,16,0
48,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,12,0,5,0
21,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,12,0,13,0
35,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,21,0,2,1
29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,0,0,1
27,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12,0,6,0
50,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,12,0,7,1
17,1,0,0,1,0,0,1,0,0,1,0,1,0,6,0,0,0,1,0,0,0,0,0,1,0,0,14,0,17,0
22,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,24,0,12,0
45,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,25,1,3,0
55,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,29,0,10,0
45,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,8,1
49,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,25,0,12,1
26,0,1,0,0,0,0,0,0,0,1,1,1,1,6,0,0,0,1,0,0,0,1,0,0,0,0,18,0,11,0
24,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,21,0,3,1
57,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,17,0,25,1
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0
26,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,24,0,5,1
40,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,42,0,4,0
44,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,20,0,5,1
45,1,1,1,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,1,37,1,4,1
49,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,20,1,2,1
55,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,30,0,8,0
53,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,28,0,11,1
45,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,46,1,22,1
45,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,46,1,22,1
37,0,1,0,1,0,0,1,0,0,1,0,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,10,0,7,0
28,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,7,0
41,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,7,0,4,1
